0,wrd_length,total_char,syl_count,syl_sum,sentiment
Meanwhile I look a large wheel of wax and cut it up small with my sword.,"[9, 1, 4, 1, 5, 5, 2, 3, 3, 3, 2, 2, 5, 4, 2, 5]",56,[3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],18,-0.0178571428571
"Then I kneaded the wax in my strong hands till it became soft, which it soon did between the kneading and the rays of the sun-god son of Hyperion.","[4, 1, 7, 3, 3, 2, 2, 6, 5, 4, 2, 6, 4, 5, 2, 4, 3, 7, 3, 8, 3, 3, 4, 2, 3, 7, 3, 2, 8]",116,[1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 3 1 1 1 1 1 2 1 1 3],37,0.266666666667
"Then I stopped the ears of all my men, and they bound me hands and feet to the mast as I stood upright on the cross piece; but they went on rowing themselves.","[4, 1, 7, 3, 4, 2, 3, 2, 3, 3, 4, 5, 2, 5, 3, 4, 2, 3, 4, 2, 1, 5, 7, 2, 3, 5, 5, 3, 4, 4, 2, 6, 10]",123,[1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 2 2],38,0.0
"When we had got within earshot of the land, and the ship was going at a good rate, the Sirens saw that we were getting in shore and began with their singing.","[4, 2, 3, 3, 6, 7, 2, 3, 4, 3, 3, 4, 3, 5, 2, 1, 4, 4, 3, 6, 3, 4, 2, 4, 7, 2, 5, 3, 5, 4, 5, 7]",123,[1 1 1 1 2 3 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 2 1 1 2],39,0.7
"""'Come here,' they sang, 'renowned Ulysses, honour to the Achaean name, and listen to our two voices.","[5, 4, 4, 4, 9, 7, 6, 2, 3, 7, 4, 3, 6, 2, 3, 3, 6]",78,[1 1 1 1 2 2 2 1 1 3 1 1 2 1 1 1 1],23,0.0
"No one ever sailed past us without staying to hear the enchanting sweetness of our song--and he who listens will go on his way not only charmed, but wiser, for we know all the ills that the gods laid upon the Argives and Trojans before Troy, and can tell you everything that is going to happen over the whole world.'","[2, 3, 4, 6, 4, 2, 7, 7, 2, 4, 3, 10, 9, 2, 3, 4, 3, 2, 3, 7, 4, 2, 2, 3, 3, 3, 4, 7, 3, 5, 3, 2, 4, 3, 3, 4, 4, 3, 4, 4, 4, 3, 7, 3, 7, 6, 4, 3, 3, 4, 3, 10, 4, 2, 5, 2, 6, 4, 3, 5, 5]",250,"[1 1 2 1 1 1 2 1 1 2 1 3 2 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1
 1 1 1 2 1 2 1 2 2 1 1 1 1 1 4 1 1 1 1 2 2 1 1 1]",79,-0.0166666666667
"""They sang these words most musically, and as I longed to hear them further I made signs by frowning to my men that they should set me free; but they quickened their stroke, and Eurylochus and Perimedes bound me with still stronger bonds till we had got out of hearing of the Sirens' voices.","[4, 4, 5, 5, 4, 9, 3, 2, 1, 6, 2, 4, 4, 7, 1, 4, 5, 2, 8, 2, 2, 3, 4, 4, 6, 3, 2, 4, 3, 4, 9, 5, 6, 3, 10, 3, 9, 5, 2, 4, 5, 8, 5, 4, 2, 3, 3, 3, 2, 7, 2, 3, 6, 6]",232,"[1 1 1 1 1 4 1 1 1 1 1 2 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 4 1 3
 1 1 1 1 2 1 1 1 1 1 1 1 3 1 1 2 1]",70,0.225
Then my men took the wax from their ears and unbound me.,"[4, 2, 3, 4, 3, 3, 4, 5, 4, 3, 7, 2]",44,[1 1 1 1 1 1 1 1 2 1 2 1],14,0.0
"""Immediately after we had got past the island I saw a great wave from which spray was rising, and I heard a loud roaring sound.","[11, 5, 2, 3, 3, 4, 3, 6, 1, 3, 1, 5, 4, 4, 5, 5, 3, 6, 3, 1, 5, 1, 4, 7, 5]",100,[6 2 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 2 1 1 2 1 1 2 1],36,0.2625
"The men were so frightened that they loosed hold of their oars, for the whole sea resounded with the rushing of the waters, {103} but the ship stayed where it was, for the men had left off rowing.","[3, 3, 4, 2, 10, 4, 4, 6, 4, 2, 5, 4, 3, 3, 5, 3, 9, 4, 3, 7, 2, 3, 6, 3, 3, 3, 4, 6, 5, 2, 3, 3, 3, 3, 3, 4, 3, 6]",153,"[1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 1 1 2 0 1 1 1 0 1 1 1 1 1 1 1 1 1
 2]",42,0.1
"I went round, therefore, and exhorted them man by man not to lose heart.","[1, 4, 5, 9, 3, 8, 4, 3, 2, 3, 3, 2, 4, 5]",56,[1 1 1 3 1 2 1 1 1 1 1 1 1 2],18,-0.2
"""'My friends,' said I, 'this is not the first time that we have been in danger, and we are in nothing like so bad a case as when the Cyclops shut us up in his cave; nevertheless, my courage and wise counsel saved us then, and we shall live to look back on all this as well.","[3, 7, 4, 1, 5, 2, 3, 3, 5, 4, 4, 2, 4, 4, 2, 6, 3, 2, 3, 2, 7, 4, 2, 3, 1, 4, 2, 4, 3, 7, 4, 2, 2, 2, 3, 4, 12, 2, 7, 3, 4, 7, 5, 2, 4, 3, 2, 5, 4, 2, 4, 4, 2, 3, 4, 2, 4]",208,"[1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 4
 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",66,0.0772727272727
"Now, therefore, let us all do as I say, trust in Jove and row on with might and main.","[3, 9, 3, 2, 3, 2, 2, 1, 3, 5, 2, 4, 3, 3, 2, 4, 5, 3, 4]",63,[1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],21,0.166666666667
"As for you, coxswain, these are your orders; attend to them, for the ship is in your hands; turn her head away from these steaming rapids and hug the rock, or she will give you the slip and be over yonder before you know where you are, and you will be the death of us.'","[2, 3, 3, 8, 5, 3, 4, 6, 6, 2, 4, 3, 3, 4, 2, 2, 4, 5, 4, 3, 4, 4, 4, 5, 8, 6, 3, 3, 3, 4, 2, 3, 4, 4, 3, 3, 4, 3, 2, 4, 6, 6, 3, 4, 5, 3, 3, 3, 3, 4, 2, 3, 5, 2, 2]",206,"[1 1 1 2 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 3 2 1 1 1 1 1 0 1 1 1 1 1
 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 2 1 1]",66,0.0
"""So they did as I told them; but I said nothing about the awful monster Scylla, for I knew the men would not go on rowing if I did, but would huddle together in the hold.","[2, 4, 3, 2, 1, 4, 4, 3, 1, 4, 7, 5, 3, 5, 7, 6, 3, 1, 4, 3, 3, 5, 3, 2, 2, 6, 2, 1, 3, 3, 5, 6, 8, 2, 3, 4]",130,[1 1 1 1 1 1 1 1 1 1 2 2 1 2 2 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 3 1 1 1],44,-1.0
In one thing only did I disobey Circe's strict instructions--I put on my armour.,"[2, 3, 5, 4, 3, 1, 7, 5, 2, 6, 12, 1, 3, 2, 2, 6]",64,[1 1 1 2 1 1 3 1 0 1 3 1 1 1 1 2],21,0.0
"Then seizing two strong spears I took my stand on the ship's bows, for it was there that I expected first to see the monster of the rock, who was to do my men so much harm; but I could not make her out anywhere, though I strained my eyes with looking the gloomy rock all over and over.","[4, 7, 3, 6, 6, 1, 4, 2, 5, 2, 3, 4, 2, 4, 3, 2, 3, 5, 4, 1, 8, 5, 2, 3, 3, 7, 2, 3, 4, 3, 3, 2, 2, 2, 3, 2, 4, 4, 3, 1, 5, 3, 4, 3, 3, 8, 6, 1, 8, 2, 4, 4, 7, 3, 6, 4, 3, 4, 3, 4]",222,"[1 2 1 1 2 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 3 1 1 1 1 0 1 2 1 2 1 1 2 1 2]",68,0.195833333333
"""Then we entered the Straits in great fear of mind, for on the one hand was Scylla, and on the other dread Charybdis kept sucking up the salt water.","[4, 2, 7, 3, 7, 2, 5, 4, 2, 4, 3, 2, 3, 3, 4, 3, 6, 3, 2, 3, 5, 5, 9, 4, 7, 2, 3, 4, 5]",116,[1 1 2 1 1 1 2 2 1 1 1 1 1 1 1 1 2 1 1 1 2 2 3 1 2 1 1 1 2],39,0.3375
"As she vomited it up, it was like the water in a cauldron when it is boiling over upon a great fire, and the spray reached the top of the rocks on either side.","[2, 3, 7, 2, 2, 2, 3, 4, 3, 5, 2, 1, 8, 4, 2, 2, 7, 4, 4, 1, 5, 4, 3, 3, 5, 7, 3, 3, 2, 3, 5, 2, 6, 4]",123,[1 0 2 1 1 1 1 1 1 2 1 1 2 1 1 1 2 2 2 1 2 1 1 1 1 2 1 1 1 1 1 1 2 1],42,0.65
"When she began to suck again, we could see the water all inside whirling round and round, and it made a deafening sound as it broke against the rocks.","[4, 3, 5, 2, 4, 5, 2, 5, 3, 3, 5, 3, 6, 8, 5, 3, 5, 3, 2, 4, 1, 9, 5, 2, 2, 5, 7, 3, 5]",119,[1 0 2 1 1 2 1 1 1 1 2 1 2 2 1 1 1 1 1 1 1 4 1 1 1 1 2 1 1],37,0.0
"We could see the bottom of the whirlpool all black with sand and mud, and the men were at their wits ends for fear.","[2, 5, 3, 3, 6, 2, 3, 9, 3, 5, 4, 4, 3, 3, 3, 3, 3, 4, 2, 5, 4, 4, 3, 4]",90,[1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2],27,-0.166666666667
"While we were taken up with this, and were expecting each moment to be our last, Scylla pounced down suddenly upon us and snatched up my six best men.","[5, 2, 4, 5, 2, 4, 4, 3, 4, 9, 4, 6, 2, 2, 3, 4, 6, 7, 4, 8, 4, 2, 3, 8, 2, 2, 3, 4, 3]",119,[1 1 1 2 1 1 1 1 1 3 2 2 1 1 1 1 2 1 1 3 2 1 1 1 1 1 1 1 1],38,0.211111111111
"I was looking at once after both ship and men, and in a moment I saw their hands and feet ever so high above me, struggling in the air as Scylla was carrying them off, and I heard them call out my name in one last despairing cry.","[1, 3, 7, 2, 4, 5, 4, 4, 3, 3, 3, 2, 1, 6, 1, 3, 5, 5, 3, 4, 4, 2, 4, 5, 2, 10, 2, 3, 3, 2, 6, 3, 8, 4, 3, 3, 1, 5, 4, 4, 3, 2, 4, 2, 3, 4, 10, 3]",178,"[1 1 2 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 2 1 2 1 1 1 1 2 1 2 1 1 1 1
 2 1 1 1 1 1 1 1 1 3 1]",59,0.0533333333333
"As a fisherman, seated, spear in hand, upon some jutting rock {104} throws bait into the water to deceive the poor little fishes, and spears them with the ox's horn with which his spear is shod, throwing them gasping on to the land as he catches them one by one--even so did Scylla land these panting creatures on her rock and munch them up at the mouth of her den, while they screamed and stretched out their hands to me in their mortal agony.","[2, 1, 9, 6, 5, 2, 4, 4, 4, 7, 4, 3, 6, 4, 4, 3, 5, 2, 7, 3, 4, 6, 6, 3, 6, 4, 4, 3, 2, 2, 4, 4, 5, 3, 5, 2, 4, 8, 4, 7, 2, 2, 3, 4, 2, 2, 7, 4, 3, 2, 3, 4, 2, 3, 6, 4, 5, 7, 9, 2, 3, 4, 3, 5, 4, 2, 2, 3, 5, 2, 3, 3, 5, 4, 8, 3, 9, 3, 5, 5, 2, 2, 2, 5, 6, 5]",350,"[1 1 3 2 2 1 1 2 1 2 1 0 1 1 2 1 2 1 2 1 1 1 1 1 2 1 1 1 1 0 1 1 1 1 2 1 1
 2 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 2 1 1 1 1 1 1 1 1 1 2 3]",106,-0.2125
This was the most sickening sight that I saw throughout all my voyages.,"[4, 3, 3, 4, 9, 5, 4, 1, 3, 10, 3, 2, 7]",58,[1 1 1 1 3 1 1 1 1 2 1 1 2],17,-0.2
"""When we had passed the [Wandering] rocks, with Scylla and terrible Charybdis, we reached the noble island of the sun-god, where were the goodly cattle and sheep belonging to the sun Hyperion.","[4, 2, 3, 6, 3, 9, 5, 4, 6, 3, 8, 9, 2, 7, 3, 5, 6, 2, 3, 7, 5, 4, 3, 6, 6, 3, 5, 9, 2, 3, 3, 8]",154,[1 1 1 1 1 3 1 1 2 1 2 3 1 2 1 1 2 1 1 2 1 1 1 2 1 1 1 3 1 1 1 3],46,0.1
"While still at sea in my ship I could bear the cattle lowing as they came home to the yards, and the sheep bleating.","[5, 5, 2, 3, 2, 2, 4, 1, 5, 4, 3, 6, 6, 2, 4, 4, 4, 2, 3, 5, 3, 3, 5, 8]",91,[1 1 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 2 1 1 1 3],30,0.0
"Then I remembered what the blind Theban prophet Teiresias had told me, and how carefully Aeaean Circe had warned me to shun the island of the blessed sun-god.","[4, 1, 10, 4, 3, 5, 6, 7, 9, 3, 4, 2, 3, 3, 9, 6, 5, 3, 6, 2, 2, 4, 3, 6, 2, 3, 7, 7]",129,[1 1 3 1 1 1 2 2 4 1 1 1 1 1 4 3 1 1 1 1 1 1 1 2 1 1 1 2],42,-0.3
"So being much troubled I said to the men, 'My men, I know you are hard pressed, but listen while I tell you the prophecy that Teiresias made me, and how carefully Aeaean Circe warned me to shun the island of the blessed sun-god, for it was here, she said, that our worst danger would lie.","[2, 5, 4, 8, 1, 4, 2, 3, 3, 3, 3, 1, 4, 3, 3, 4, 7, 3, 6, 5, 1, 4, 3, 3, 8, 4, 9, 4, 2, 3, 3, 9, 6, 5, 6, 2, 2, 4, 3, 6, 2, 3, 7, 7, 3, 2, 3, 4, 3, 4, 4, 3, 5, 6, 5, 3]",225,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 1 4 1 1 1 1 4 3 1 1 1 1
 1 1 2 1 1 1 2 1 1 1 1 0 1 1 1 1 2 1 1]",69,-0.472916666667
"Head the ship, therefore, away from the island.'","[4, 3, 4, 9, 4, 4, 3, 6]",37,[2 1 1 3 2 1 1 2],13,0.0
"""The men were in despair at this, and Eurylochus at once gave me an insolent answer.","[3, 3, 4, 2, 7, 2, 4, 3, 10, 2, 4, 4, 2, 2, 8, 6]",66,[1 1 1 1 2 1 1 1 4 1 1 1 1 1 3 2],23,0.0
"'Ulysses,' said he, 'you are cruel; you are very strong yourself and never get worn out; you seem to be made of iron, and now, though your men are exhausted with toil and want of sleep, you will not let them land and cook themselves a good supper upon this island, but bid them put out to sea and go faring fruitlessly on through the watches of the flying night.","[8, 4, 2, 4, 3, 5, 3, 3, 4, 6, 8, 3, 5, 3, 4, 3, 3, 4, 2, 2, 4, 2, 4, 3, 3, 6, 4, 3, 3, 9, 4, 4, 3, 4, 2, 5, 3, 4, 3, 3, 4, 4, 3, 4, 10, 1, 4, 6, 4, 4, 6, 3, 3, 4, 3, 3, 2, 3, 3, 2, 6, 11, 2, 7, 3, 7, 2, 3, 6, 5]",283,"[2 1 1 1 1 1 1 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 2 1 1 2 2 1 2 1 1 1 1 1 1 2 1 1 2 3 1 1 1 1 1 1 1 1]",84,-0.0341666666667
"It is by night that the winds blow hardest and do so much damage; how can we escape should one of those sudden squalls spring up from South West or West, which so often wreck a vessel when our lords the gods are unpropitious?","[2, 2, 2, 5, 4, 3, 5, 4, 7, 3, 2, 2, 4, 6, 3, 3, 2, 6, 6, 3, 2, 5, 6, 7, 6, 2, 4, 5, 4, 2, 4, 5, 2, 5, 5, 1, 6, 4, 3, 5, 3, 4, 3, 12]",179,"[1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 2
 1 1 1 1 1 1 4]",53,-0.133333333333
"Now, therefore, let us obey the behests of night and prepare our supper here hard by the ship; to-morrow morning we will go on board again and put out to sea.'","[3, 9, 3, 2, 4, 3, 7, 2, 5, 3, 7, 3, 6, 4, 4, 2, 3, 4, 9, 7, 2, 4, 2, 2, 5, 5, 3, 3, 3, 2, 3]",124,[1 3 1 1 2 1 2 1 1 1 2 1 2 1 1 1 1 1 3 2 1 1 1 1 1 2 1 1 1 1 2],42,-0.291666666667
"""Thus spoke Eurylochus, and the men approved his words.","[4, 5, 10, 3, 3, 3, 8, 3, 5]",44,[1 1 4 1 1 1 2 1 1],13,0.0
"I saw that heaven meant us a mischief and said, 'You force me to yield, for you are many against one, but at any rate each one of you must take his solemn oath that if he meet with a herd of cattle or a large flock of sheep, he will not be so mad as to kill a single head of either, but will be satisfied with the food that Circe has given us.'","[1, 3, 4, 6, 5, 2, 1, 8, 3, 4, 4, 5, 2, 2, 5, 3, 3, 3, 4, 7, 3, 3, 2, 3, 4, 4, 3, 2, 3, 4, 4, 3, 6, 4, 4, 2, 2, 4, 4, 1, 4, 2, 6, 2, 1, 5, 5, 2, 5, 2, 4, 3, 2, 2, 3, 2, 2, 4, 1, 6, 4, 2, 6, 3, 4, 2, 9, 4, 3, 4, 4, 5, 3, 5, 2]",263,"[1 1 1 3 2 1 1 3 1 1 1 1 1 1 2 1 1 1 2 2 1 1 1 2 1 2 1 1 1 1 1 1 2 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 3 1 1 1 1 1 1 2
 1]",91,0.103571428571
"""They all swore as I bade them, and when they had completed their oath we made the ship fast in a harbour that was near a stream of fresh water, and the men went ashore and cooked their suppers.","[4, 3, 5, 2, 1, 4, 4, 3, 4, 4, 3, 9, 5, 4, 2, 4, 3, 4, 4, 2, 1, 7, 4, 3, 4, 1, 6, 2, 5, 5, 3, 3, 3, 4, 6, 3, 6, 5, 7]",152,"[1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 2 1 2 1 1 2 1 1 1 1 2 1 1
 1 2]",46,0.2
"As soon as they had had enough to eat and drink, they began talking about their poor comrades whom Scylla had snatched up and eaten; this set them weeping and they went on crying till they fell off into a sound sleep.","[2, 4, 2, 4, 3, 3, 6, 2, 3, 3, 5, 4, 5, 7, 5, 5, 4, 8, 4, 6, 3, 8, 2, 3, 5, 4, 3, 4, 7, 3, 4, 4, 2, 6, 4, 4, 4, 3, 4, 1, 5, 5]",173,"[1 1 1 1 1 1 2 1 2 1 1 1 2 2 2 1 1 2 1 2 1 1 1 1 3 1 1 1 2 1 1 1 1 1 1 1 1
 1 2 1 1 1]",53,-0.05
"""In the third watch of the night when the stars had shifted their places, Jove raised a great gale of wind that flew a hurricane so that land and sea were covered with thick clouds, and night sprang forth out of the heavens.","[2, 3, 5, 5, 2, 3, 5, 4, 3, 5, 3, 7, 5, 6, 4, 6, 1, 5, 4, 2, 4, 4, 4, 1, 9, 2, 4, 4, 3, 3, 4, 7, 4, 5, 6, 3, 5, 6, 5, 3, 2, 3, 7]",178,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 3 1 1 1 1 2 1 2 1 1 1 1 1
 1 1 1 1 1 3]",50,0.166666666667
"When the child of morning, rosy-fingered Dawn, appeared, we brought the ship to land and drew her into a cave wherein the sea-nymphs hold their courts and dances, and I called the men together in council.","[4, 3, 5, 2, 7, 13, 4, 8, 2, 7, 3, 4, 2, 4, 3, 4, 3, 4, 1, 4, 7, 3, 10, 4, 5, 6, 3, 6, 3, 1, 6, 3, 3, 8, 2, 7]",164,[1 1 1 1 2 4 1 3 1 1 1 1 1 1 1 1 1 2 1 1 2 1 3 1 1 1 1 1 1 1 1 1 1 3 1 2],49,0.0
"""'My friends,' said I, 'we have meat and drink in the ship, let us mind, therefore, and not touch the cattle, or we shall suffer for it; for these cattle and sheep belong to the mighty sun, who sees and gives ear to everything.'","[3, 7, 4, 1, 3, 4, 4, 3, 5, 2, 3, 4, 3, 2, 4, 9, 3, 3, 5, 3, 6, 2, 2, 5, 6, 3, 2, 3, 5, 6, 3, 5, 6, 2, 3, 6, 3, 3, 4, 3, 5, 3, 2, 10]",173,"[1 2 1 1 0 1 2 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2 1
 1 0 1 1 2 1 4]",53,0.4
And again they promised that they would obey.,"[3, 5, 4, 8, 4, 4, 5, 4]",37,[1 2 1 2 1 1 1 2],11,0.0
"""For a whole month the wind blew steadily from the South, and there was no other wind, but only South and East.","[3, 1, 5, 5, 3, 4, 4, 8, 4, 3, 5, 3, 5, 3, 2, 5, 4, 3, 4, 5, 3, 4]",86,[1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 2 1 1 2 1 1 2],28,0.107291666667
"{105} As long as corn and wine held out the men did not touch the cattle when they were hungry; when, however, they had eaten all there was in the ship, they were forced to go further afield, with hook and line, catching birds, and taking whatever they could lay their hands on; for they were starving.","[3, 2, 4, 2, 4, 3, 4, 4, 3, 3, 3, 3, 3, 5, 3, 6, 4, 4, 4, 6, 4, 7, 4, 3, 5, 3, 5, 3, 2, 3, 4, 4, 4, 6, 2, 2, 7, 6, 4, 4, 3, 4, 8, 5, 3, 6, 8, 4, 5, 3, 5, 5, 2, 3, 4, 4, 8]",235,"[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 3 1 1 3 1 1 1 1 1 1 1 1 1 1 1 2
 3 1 1 1 1 2 1 1 2 3 1 1 1 1 1 1 1 1 1 2]",69,0.0625
"One day, therefore, I went up inland that I might pray heaven to show me some means of getting away.","[3, 3, 9, 1, 4, 2, 6, 4, 1, 5, 4, 6, 2, 4, 2, 4, 5, 2, 7, 4]",78,[1 1 3 1 1 1 2 1 1 1 1 3 1 1 1 1 2 1 2 2],28,0.0
"When I had gone far enough to be clear of all my men, and had found a place that was well sheltered from the wind, I washed my hands and prayed to all the gods in Olympus till by and by they sent me off into a sweet sleep.","[4, 1, 3, 4, 3, 6, 2, 2, 5, 2, 3, 2, 3, 3, 3, 5, 1, 5, 4, 3, 4, 9, 4, 3, 4, 1, 6, 2, 5, 3, 6, 2, 3, 3, 4, 2, 7, 4, 2, 3, 2, 4, 4, 2, 3, 4, 1, 5, 5]",171,"[1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 0 1 1 1 1 1 3
 1 1 1 1 1 1 1 1 2 1 1 1]",54,0.1375
"""Meanwhile Eurylochus had been giving evil counsel to the men, 'Listen to me,' said he, 'my poor comrades.","[9, 10, 3, 4, 6, 4, 7, 2, 3, 3, 7, 2, 2, 4, 2, 3, 4, 8]",83,[3 4 1 1 2 2 2 1 1 1 2 1 1 1 1 1 1 2],28,-0.7
All deaths are bad enough but there is none so bad as famine.,"[3, 6, 3, 3, 6, 3, 5, 2, 4, 2, 3, 2, 6]",48,[1 2 1 1 2 1 1 1 1 1 1 1 2],16,-0.466666666667
Why should not we drive in the best of these cows and offer them in sacrifice to the immortal gods?,"[3, 6, 3, 2, 5, 2, 3, 4, 2, 5, 4, 3, 5, 4, 2, 9, 2, 3, 8, 4]",79,[1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 3 1 1 3 1],25,1.0
"If we ever get back to Ithaca, we can build a fine temple to the sun-god and enrich it with every kind of ornament; if, however, he is determined to sink our ship out of revenge for these homed cattle, and the other gods are of the same mind, I for one would rather drink salt water once for all and have done with it, than be starved to death by inches in such a desert island as this is.'","[2, 2, 4, 3, 4, 2, 6, 2, 3, 5, 1, 4, 6, 2, 3, 7, 3, 6, 2, 4, 5, 4, 2, 8, 2, 7, 2, 2, 10, 2, 4, 3, 4, 3, 2, 7, 3, 5, 5, 6, 3, 3, 5, 4, 3, 2, 3, 4, 4, 1, 3, 3, 5, 6, 5, 4, 5, 4, 3, 3, 3, 4, 4, 4, 2, 4, 2, 7, 2, 5, 2, 6, 2, 4, 1, 6, 6, 2, 4, 2]",302,"[1 1 2 1 1 1 3 1 1 1 1 1 1 1 1 2 1 2 1 1 3 1 1 3 1 3 1 1 3 1 1 1 1 1 1 2 1
 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
 1 2 2 1 1 1]",100,0.148611111111
"""Thus spoke Eurylochus, and the men approved his words.","[4, 5, 10, 3, 3, 3, 8, 3, 5]",44,[1 1 4 1 1 1 2 1 1],13,0.0
"Now the cattle, so fair and goodly, were feeding not far from the ship; the men, therefore, drove in the best of them, and they all stood round them saying their prayers, and using young oak-shoots instead of barley-meal, for there was no barley left.","[3, 3, 6, 2, 4, 3, 6, 4, 7, 3, 3, 4, 3, 4, 3, 3, 9, 5, 2, 3, 4, 2, 4, 3, 4, 3, 5, 5, 4, 6, 5, 7, 3, 5, 5, 10, 7, 2, 11, 3, 5, 3, 2, 6, 4]",198,"[1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 3
 1 4 1 1 1 1 2 1]",57,0.321428571429
"When they had done praying they killed the cows and dressed their carcasses; they cut out the thigh bones, wrapped them round in two layers of fat, and set some pieces of raw meat on top of them.","[4, 4, 3, 4, 7, 4, 6, 3, 4, 3, 7, 5, 9, 4, 3, 3, 3, 5, 5, 7, 4, 5, 2, 3, 6, 2, 3, 3, 3, 4, 6, 2, 3, 4, 2, 3, 2, 4]",154,"[1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1
 1]",41,-0.0326923076923
"They had no wine with which to make drink-offerings over the sacrifice while it was cooking, so they kept pouring on a little water from time to time while the inward meats were being grilled; then, when the thigh bones were burned and they had tasted the inward meats, they cut the rest up small and put the pieces upon the spits.","[4, 3, 2, 4, 4, 5, 2, 4, 15, 4, 3, 9, 5, 2, 3, 7, 2, 4, 4, 7, 2, 1, 6, 5, 4, 4, 2, 4, 5, 3, 6, 5, 4, 5, 7, 4, 4, 3, 5, 5, 4, 6, 3, 4, 3, 6, 3, 6, 5, 4, 3, 3, 4, 2, 5, 3, 3, 3, 6, 4, 3, 5]",265,"[1 1 1 1 1 1 1 1 4 2 1 3 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 1 1 2 2 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 2 2 1 1]",77,-0.21875
"""By this time my deep sleep had left me, and I turned back to the ship and to the sea shore.","[2, 4, 4, 2, 4, 5, 3, 4, 2, 3, 1, 6, 4, 2, 3, 4, 3, 2, 3, 3, 5]",69,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1],22,0.0
"As I drew near I began to smell hot roast meat, so I groaned out a prayer to the immortal gods.","[2, 1, 4, 4, 1, 5, 2, 5, 3, 5, 4, 2, 1, 7, 3, 1, 6, 2, 3, 8, 4]",73,[1 1 1 2 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 3 1],26,0.175
