0,wrd_length,total_char,syl_count,syl_sum,sentiment
--Is it that whiteeyed kaffir?,"[2, 2, 4, 9, 6]",23,[1 1 1 1 2],6,0.0
"says the citizen, that never backed a horse in anger in his life?","[4, 3, 7, 4, 5, 6, 1, 5, 2, 5, 2, 3, 4]",51,[1 1 3 1 2 1 1 1 1 2 1 1 1],17,-0.7
"--That's where he's gone, says Lenehan.","[4, 2, 5, 2, 2, 4, 4, 7]",30,[1 0 1 1 0 1 1 3],8,0.0
I met Bantam Lyons going to back that horse only I put him off it and he told me Bloom gave him the tip.,"[1, 3, 6, 5, 5, 2, 4, 4, 5, 4, 1, 3, 3, 3, 2, 3, 2, 4, 2, 5, 4, 3, 3, 3]",80,[1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1],26,0.0
Bet you what you like he has a hundred shillings to five on.,"[3, 3, 4, 3, 4, 2, 3, 1, 7, 9, 2, 4, 2]",47,[1 1 1 1 1 1 1 1 1 2 1 1 1],14,0.0
He's the only man in Dublin has it.,"[2, 2, 3, 4, 3, 2, 6, 3, 2]",27,[1 0 1 2 1 1 2 1 1],10,0.0
A dark horse.,"[1, 4, 5]",10,[1 1 1],3,-0.15
"--He's a bloody dark horse himself, says Joe.","[2, 2, 1, 6, 4, 5, 7, 4, 3]",34,[1 0 1 2 1 1 2 1 0],9,-0.475
"--Mind, Joe, says I.","[4, 3, 4, 1]",12,[1 0 1 1],3,0.0
Show us the entrance out.,"[4, 2, 3, 8, 3]",20,[1 1 1 2 1],6,0.0
"--There you are, says Terry.","[5, 3, 3, 4, 5]",20,[1 1 1 1 2],6,0.0
Goodbye Ireland I'm going to Gort.,"[7, 7, 1, 2, 5, 2, 4]",28,[1 3 1 0 1 1 1],8,0.0
"So I just went round the back of the yard to pumpship and begob (hundred shillings to five) while I was letting off my _(Throwaway_ twenty to) letting off my load gob says I to myself I knew he was uneasy in his (two pints off of Joe and one in Slattery's off) in his mind to get off the mark to (hundred shillings is five quid) and when they were in the (dark horse) pisser Burke was telling me card party and letting on the child was sick (gob, must have done about a gallon) flabbyarse of a wife speaking down the tube _she's better_ or _she's_ (ow!)","[2, 1, 4, 4, 5, 3, 4, 2, 3, 4, 2, 8, 3, 5, 7, 9, 2, 4, 5, 1, 3, 7, 3, 2, 9, 6, 2, 7, 3, 2, 4, 3, 4, 1, 2, 6, 1, 4, 2, 3, 6, 2, 3, 3, 5, 3, 2, 3, 3, 3, 2, 8, 2, 3, 2, 3, 4, 2, 3, 3, 3, 4, 2, 7, 9, 2, 4, 4, 3, 4, 4, 4, 2, 3, 4, 5, 6, 5, 3, 7, 2, 4, 5, 3, 7, 2, 3, 5, 3, 4, 3, 4, 4, 4, 5, 1, 6, 10, 2, 1, 4, 8, 4, 3, 4, 3, 2, 6, 2, 5, 2]",423,"[1 1 1 1 1 1 1 1 1 2 1 2 1 2 1 2 1 1 1 1 1 2 1 1 3 2 1 2 1 1 1 1 1 1 1 2 1
 1 1 1 4 1 1 1 1 1 1 0 1 1 1 3 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1
 1 1 2 1 1 2 1 1 2 1 2 1 1 1 1 1 1 1 1 1 2 1 2 3 1 1 1 3 1 1 1 0 0 2 1 1 1]",134,-0.0991402116402
"all a plan so he could vamoose with the pool if he won or (Jesus, full up I was) trading without a licence (ow!)","[3, 1, 4, 2, 2, 5, 7, 4, 3, 4, 2, 2, 3, 2, 5, 4, 2, 1, 3, 7, 7, 1, 7, 2]",83,[1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 2 2 1 2 1],29,0.4375
Ireland my nation says he (hoik!,"[7, 2, 6, 4, 2, 4]",25,[3 1 2 1 1 1],9,0.0
phthook!),[7],7,[1],1,0.0
never be up to those bloody (there's the last of it) Jerusalem (ah!),"[5, 2, 2, 2, 5, 6, 5, 2, 3, 4, 2, 2, 9, 2]",51,[2 1 1 1 1 2 1 0 1 1 1 1 4 1],18,-0.4
cuckoos.,[7],7,[2],2,0.0
"So anyhow when I got back they were at it dingdong, John Wyse saying it was Bloom gave the ideas for Sinn Fein to Griffith to put in his paper all kinds of jerrymandering, packed juries and swindling the taxes off of the government and appointing consuls all over the world to walk about selling Irish industries.","[2, 6, 4, 1, 3, 4, 4, 4, 2, 2, 8, 4, 4, 6, 2, 3, 5, 4, 3, 5, 3, 4, 4, 2, 8, 2, 3, 2, 3, 5, 3, 5, 2, 14, 6, 6, 3, 9, 3, 5, 3, 2, 3, 10, 3, 10, 7, 3, 4, 3, 5, 2, 4, 5, 7, 5, 10]",254,"[1 3 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 3 1 1 1 1 2 1 1 1 1 2 1 1 1 5 1 2 1
 2 1 1 1 1 1 3 1 3 2 1 2 1 1 1 1 2 2 2 3]",81,0.0
Robbing Peter to pay Paul.,"[7, 5, 2, 3, 4]",21,[2 2 1 1 1],7,0.0
"Gob, that puts the bloody kybosh on it if old sloppy eyes is mucking up the show.","[3, 4, 4, 3, 6, 6, 2, 2, 2, 3, 6, 4, 2, 7, 2, 3, 4]",63,[1 1 1 1 2 2 1 1 1 1 2 0 1 2 1 1 1],20,-0.372222222222
Give us a bloody chance.,"[4, 2, 1, 6, 6]",19,[1 1 1 2 1],6,-0.8
God save Ireland from the likes of that bloody mouseabout.,"[3, 4, 7, 4, 3, 5, 2, 4, 6, 10]",48,[1 1 3 1 1 1 1 1 2 4],16,-0.8
Mr Bloom with his argol bargol.,"[2, 5, 4, 3, 5, 6]",25,[0 1 1 1 2 2],7,0.0
"And his old fellow before him perpetrating frauds, old Methusalem Bloom, the robbing bagman, that poisoned himself with the prussic acid after he swamping the country with his baubles and his penny diamonds.","[3, 3, 3, 6, 6, 3, 12, 6, 3, 10, 5, 3, 7, 6, 4, 8, 7, 4, 3, 7, 4, 5, 2, 8, 3, 7, 4, 3, 7, 3, 3, 5, 8]",171,[1 1 1 2 2 1 4 1 1 4 1 1 2 2 1 2 2 1 1 2 2 2 1 2 1 2 1 1 1 1 1 2 3],53,0.1
Loans by post on easy terms.,"[5, 2, 4, 2, 4, 5]",22,[1 1 1 1 3 1],8,0.433333333333
Any amount of money advanced on note of hand.,"[3, 6, 2, 5, 8, 2, 4, 2, 4]",36,[2 2 1 2 2 1 1 1 1],13,0.4
Distance no object.,"[8, 2, 6]",16,[2 1 2],5,0.0
No security.,"[2, 8]",10,[1 4],5,0.0
"Gob, he's like Lanty MacHale's goat that'd go a piece of the road with every one.","[3, 2, 2, 4, 5, 7, 2, 4, 4, 2, 2, 1, 5, 2, 3, 4, 4, 5, 3]",64,[1 1 0 1 2 2 0 1 1 0 1 1 2 1 1 1 1 3 1],21,0.0
"--Well, it's a fact, says John Wyse.","[4, 2, 2, 1, 4, 4, 4, 4]",25,[1 1 0 1 1 1 1 1],7,0.0
"And there's the man now that'll tell you all about it, Martin Cunningham.","[3, 5, 2, 3, 3, 3, 4, 3, 4, 3, 3, 5, 2, 6, 10]",59,[1 1 0 1 1 1 1 0 1 1 1 2 1 2 3],17,0.0
"Sure enough the castle car drove up with Martin on it and Jack Power with him and a fellow named Crofter or Crofton, pensioner out of the collector general's, an orangeman Blackburn does have on the registration and he drawing his pay or Crawford gallivanting around the country at the king's expense.","[4, 6, 3, 6, 3, 5, 2, 4, 6, 2, 2, 3, 4, 5, 4, 3, 3, 1, 6, 5, 7, 2, 7, 9, 3, 2, 3, 9, 7, 2, 2, 9, 9, 4, 4, 2, 3, 12, 3, 2, 7, 3, 3, 2, 8, 12, 6, 3, 7, 2, 3, 4, 2, 7]",247,"[1 2 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 2 1 2 3 1 1 1 3 3 0 1 4 2 0 1 1 1
 4 1 1 2 1 1 1 2 4 2 1 2 1 1 1 0 2]",78,0.183333333333
Our travellers reached the rustic hostelry and alighted from their palfreys.,"[3, 10, 7, 3, 6, 8, 3, 8, 4, 5, 8]",65,[1 3 2 1 2 3 1 2 1 1 2],19,0.0
"--Ho, varlet!","[2, 6]",8,[1 2],3,0.0
"cried he, who by his mien seemed the leader of the party.","[5, 2, 3, 2, 3, 4, 6, 3, 6, 2, 3, 5]",44,[1 1 1 1 1 2 1 1 3 1 1 2],16,0.0
Saucy knave!,"[5, 5]",10,[2 1],3,0.0
To us!,"[2, 2]",4,[1 1],2,0.0
So saying he knocked loudly with his swordhilt upon the open lattice.,"[2, 6, 2, 7, 6, 4, 3, 9, 4, 3, 4, 7]",57,[1 1 1 1 2 1 1 2 2 1 2 2],17,0.05
"Mine host came forth at the summons, girding him with his tabard.","[4, 4, 4, 5, 2, 3, 7, 7, 3, 4, 3, 6]",52,[1 1 1 1 1 1 2 2 1 1 1 2],15,0.0
"--Give you good den, my masters, said he with an obsequious bow.","[4, 3, 4, 3, 2, 7, 4, 2, 4, 2, 10, 3]",48,[1 1 1 1 1 2 1 1 1 1 3 1],15,0.7
"--Bestir thyself, sirrah!","[6, 7, 6]",19,[2 2 2],6,0.0
cried he who had knocked.,"[5, 2, 3, 3, 7]",20,[1 1 1 1 1],5,0.0
Look to our steeds.,"[4, 2, 3, 6]",15,[1 1 1 1],4,0.0
And for ourselves give us of your best for ifaith we need it.,"[3, 3, 9, 4, 2, 2, 4, 4, 3, 6, 2, 4, 2]",48,[1 1 2 1 1 1 1 1 1 2 1 0 1],14,1.0
"--Lackaday, good masters, said the host, my poor house has but a bare larder.","[8, 4, 7, 4, 3, 4, 2, 4, 5, 3, 3, 1, 4, 6]",58,[3 1 2 1 1 1 1 1 1 1 1 1 1 2],18,0.116666666667
I know not what to offer your lordships.,"[1, 4, 3, 4, 2, 5, 4, 9]",32,[1 1 1 1 1 2 1 2],10,0.0
"--How now, fellow?","[3, 3, 6]",12,[1 1 2],4,0.0
"cried the second of the party, a man of pleasant countenance, So servest thou the king's messengers, master Taptun?","[5, 3, 6, 2, 3, 5, 1, 3, 2, 8, 11, 2, 7, 4, 3, 4, 2, 10, 6, 6]",93,[1 1 2 1 1 2 1 1 1 3 3 1 2 1 1 1 0 3 2 2],30,0.366666666667
An instantaneous change overspread the landlord's visage.,"[2, 13, 6, 10, 3, 8, 2, 6]",50,[1 4 1 4 1 2 0 2],15,0.0
"--Cry you mercy, gentlemen, he said humbly.","[3, 3, 5, 9, 2, 4, 6]",32,[1 1 2 3 1 1 2],11,-0.2
An you be the king's messengers (God shield His Majesty!),"[2, 3, 2, 3, 4, 2, 10, 3, 6, 3, 7]",45,[1 1 1 1 1 0 3 1 2 1 3],15,0.0
you shall not want for aught.,"[3, 5, 3, 4, 3, 5]",23,[1 1 1 1 1 1],6,0.0
The king's friends (God bless His Majesty!),"[3, 4, 2, 7, 3, 5, 3, 7]",34,[1 1 0 2 1 1 1 3],10,0.0
shall not go afasting in my house I warrant me.,"[5, 3, 2, 8, 2, 2, 5, 1, 7, 2]",37,[1 1 1 3 1 1 1 1 2 1],13,0.0
--Then about!,"[4, 5]",9,[1 2],3,0.0
"cried the traveller who had not spoken, a lusty trencherman by his aspect.","[5, 3, 9, 3, 3, 3, 6, 1, 5, 11, 2, 3, 6]",60,[1 1 3 1 1 1 2 1 2 3 1 1 2],20,0.0
Hast aught to give us?,"[4, 5, 2, 4, 2]",17,[1 1 1 1 1],5,0.0
"Mine host bowed again as he made answer:  --What say you, good masters, to a squab pigeon pasty, some collops of venison, a saddle of veal, widgeon with crisp hog's bacon, a boar's head with pistachios, a bason of jolly custard, a medlar tansy and a flagon of old Rhenish?","[4, 4, 5, 5, 2, 2, 4, 6, 4, 3, 3, 4, 7, 2, 1, 5, 6, 5, 4, 7, 2, 7, 1, 6, 2, 4, 7, 4, 5, 3, 2, 5, 1, 4, 2, 4, 4, 10, 1, 5, 2, 5, 7, 1, 6, 5, 3, 1, 6, 2, 3, 7]",210,"[1 1 1 2 1 1 1 2 1 1 1 1 2 1 1 1 2 2 1 2 1 3 1 1 1 2 2 1 1 1 0 2 1 1 0 2 1
 3 1 2 1 2 2 1 2 2 1 1 2 1 1 2]",71,0.35
--Gadzooks!,[8],8,[2],2,0.0
cried the last speaker.,"[5, 3, 4, 7]",19,[1 1 1 3],6,0.0
That likes me well.,"[4, 5, 2, 4]",15,[1 1 1 1],4,0.0
Pistachios!,[10],10,[3],3,0.0
--Aha!,[3],3,[2],2,0.0
cried he of the pleasant countenance.,"[5, 2, 2, 3, 8, 11]",31,[1 1 1 1 3 3],10,0.733333333333
"A poor house and a bare larder, quotha!","[1, 4, 5, 3, 1, 4, 6, 6]",30,[1 1 1 1 1 1 2 2],10,-0.16875
'Tis a merry rogue.,"[2, 2, 1, 5, 5]",15,[0 1 1 2 1],5,0.0
So in comes Martin asking where was Bloom.,"[2, 2, 5, 6, 6, 5, 3, 5]",34,[1 1 1 2 2 1 1 1],10,0.0
--Where is he?,"[5, 2, 2]",9,[1 1 1],3,0.0
says Lenehan.,"[4, 7]",11,[1 3],4,0.0
Defrauding widows and orphans.,"[10, 6, 3, 7]",26,[3 2 1 2],8,0.0
"--Isn't that a fact, says John Wyse, what I was telling the citizen about Bloom and the Sinn Fein?","[2, 3, 4, 1, 4, 4, 4, 4, 4, 1, 3, 7, 3, 7, 5, 5, 3, 3, 4, 4]",75,[1 0 1 1 1 1 1 1 1 1 1 2 1 3 2 1 1 1 1 1],23,0.0
"--That's so, says Martin.","[4, 2, 2, 4, 6]",18,[1 0 1 1 2],5,0.0
Or so they allege.,"[2, 2, 4, 6]",14,[1 1 1 2],5,0.0
--Who made those allegations?,"[3, 4, 5, 11]",23,[1 1 1 4],7,0.0
says Alf.,"[4, 3]",7,[1 1],2,0.0
"--I, says Joe.","[1, 4, 3]",8,[1 1 0],2,0.0
I'm the alligator.,"[1, 2, 3, 9]",15,[1 0 1 4],6,0.0
"--And after all, says John Wyse, why can't a jew love his country like the next fellow?","[3, 5, 3, 4, 4, 4, 3, 2, 3, 1, 3, 4, 3, 7, 4, 3, 4, 6]",66,[1 2 1 1 1 1 1 1 0 1 1 1 1 2 1 1 1 2],20,0.25
--Why not?,"[3, 3]",6,[1 1],2,0.0
"says J. J., when he's quite sure which country it is.","[4, 1, 1, 4, 2, 2, 5, 4, 5, 7, 2, 2]",39,[1 0 0 1 1 0 1 1 1 2 1 1],10,0.5
--Is he a jew or a gentile or a holy Roman or a swaddler or what the hell is he?,"[2, 2, 1, 3, 2, 1, 7, 2, 1, 4, 5, 2, 1, 8, 2, 4, 3, 4, 2, 2]",58,[1 1 1 1 1 1 2 1 1 2 2 1 1 2 1 1 1 1 1 1],24,0.0
says Ned.,"[4, 3]",7,[1 0],1,0.0
Or who is he?,"[2, 3, 2, 2]",9,[1 1 1 1],4,0.0
"No offence, Crofton.","[2, 7, 7]",16,[1 2 2],5,0.0
--Who is Junius?,"[3, 2, 6]",11,[1 1 2],4,0.0
says J. J.,"[4, 1, 1]",6,[1 0 0],1,0.0
"--We don't want him, says Crofter the Orangeman or presbyterian.","[2, 2, 3, 4, 3, 4, 7, 3, 9, 2, 12]",51,[1 1 0 1 1 1 2 1 4 1 5],18,0.0
"--He's a perverted jew, says Martin, from a place in Hungary and it was he drew up all the plans according to the Hungarian system.","[2, 2, 1, 9, 3, 4, 6, 4, 1, 5, 2, 7, 3, 2, 3, 2, 4, 2, 3, 3, 5, 9, 2, 3, 9, 6]",102,[1 0 1 2 1 1 2 1 1 1 1 3 1 1 1 1 1 1 1 1 1 3 1 1 4 2],35,0.0
We know that in the castle.,"[2, 4, 4, 2, 3, 6]",21,[1 1 1 1 1 1],6,0.0
--Isn't he a cousin of Bloom the dentist?,"[2, 3, 2, 1, 6, 2, 5, 3, 7]",31,[1 0 1 1 2 1 1 1 2],10,0.0
says Jack Power.,"[4, 4, 5]",13,[1 1 2],4,0.0
"--Not at all, says Martin.","[3, 2, 3, 4, 6]",18,[1 1 1 1 2],6,0.0
Only namesakes.,"[4, 9]",13,[2 3],5,0.0
"His name was Virag, the father's name that poisoned himself.","[3, 4, 3, 5, 3, 6, 2, 4, 4, 8, 7]",49,[1 1 1 2 1 2 0 1 1 2 2],14,0.0
"He changed it by deedpoll, the father did.","[2, 7, 2, 2, 8, 3, 6, 3]",33,[1 1 1 1 2 1 2 1],10,0.0
--That's the new Messiah for Ireland!,"[4, 2, 3, 3, 7, 3, 7]",29,[1 0 1 1 3 1 3],10,0.170454545455
says the citizen.,"[4, 3, 7]",14,[1 1 3],5,0.0
Island of saints and sages!,"[6, 2, 6, 3, 5]",22,[2 1 1 1 1],6,0.0
"--Well, they're still waiting for their redeemer, says Martin.","[4, 4, 3, 5, 7, 3, 5, 8, 4, 6]",49,[1 1 0 1 2 1 1 3 1 2],13,0.0
For that matter so are we.,"[3, 4, 6, 2, 3, 2]",20,[1 1 2 1 1 1],7,0.0
"--Yes, says J. J., and every male that's born they think it may be their Messiah.","[3, 4, 1, 1, 3, 5, 4, 4, 2, 4, 4, 5, 2, 3, 2, 5, 7]",59,[0 1 0 0 1 3 1 1 0 1 1 1 1 1 1 1 3],17,0.0
"And every jew is in a tall state of excitement, I believe, till he knows if he's a father or a mother.","[3, 5, 3, 2, 2, 1, 4, 5, 2, 10, 1, 7, 4, 2, 5, 2, 2, 2, 1, 6, 2, 1, 6]",78,[1 3 1 1 1 1 1 1 1 4 1 3 1 1 1 1 1 0 1 2 1 1 2],31,0.0
"--Expecting every moment will be his next, says Lenehan.","[9, 5, 6, 4, 2, 3, 4, 4, 7]",44,[3 3 2 1 1 1 1 1 3],16,0.0
"--O, by God, says Ned, you should have seen Bloom before that son of his that died was born.","[1, 2, 3, 4, 3, 3, 6, 4, 4, 5, 6, 4, 3, 2, 3, 4, 4, 3, 4]",68,[1 1 1 1 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1],19,0.0
I met him one day in the south city markets buying a tin of Neave's food six weeks before the wife was delivered.,"[1, 3, 3, 3, 3, 2, 3, 5, 4, 7, 6, 1, 3, 2, 5, 2, 4, 3, 5, 6, 3, 4, 3, 9]",90,[1 1 1 1 1 1 1 1 2 2 1 1 1 1 2 0 1 1 1 2 1 1 1 3],29,0.0
"--_En ventre sa mere_, says J. J.","[2, 6, 2, 4, 4, 1, 1]",20,[1 1 1 1 1 0 0],5,-0.5
--Do you call that a man?,"[2, 3, 4, 4, 1, 3]",17,[1 1 1 1 1 1],6,0.0
says the citizen.,"[4, 3, 7]",14,[1 1 3],5,0.0
"--I wonder did he ever put it out of sight, says Joe.","[1, 6, 3, 2, 4, 3, 2, 3, 2, 5, 4, 3]",38,[1 2 1 1 2 1 1 1 1 1 1 0],13,0.0
"--Well, there were two children born anyhow, says Jack Power.","[4, 5, 4, 3, 8, 4, 6, 4, 4, 5]",47,[1 1 1 1 2 1 3 1 1 2],14,0.0
--And who does he suspect?,"[3, 3, 4, 2, 7]",19,[1 1 0 1 2],5,0.0
says the citizen.,"[4, 3, 7]",14,[1 1 3],5,0.0
"Gob, there's many a true word spoken in jest.","[3, 5, 2, 4, 1, 4, 4, 6, 2, 4]",35,[1 1 0 2 1 0 1 2 1 1],10,0.425
One of those mixed middlings he is.,"[3, 2, 5, 5, 9, 2, 2]",28,[1 1 1 1 2 1 1],8,0.0
Lying up in the hotel Pisser was telling me once a month with headache like a totty with her courses.,"[5, 2, 2, 3, 5, 6, 3, 7, 2, 4, 1, 5, 4, 8, 4, 1, 5, 4, 3, 7]",81,[1 1 1 1 2 2 1 2 1 1 1 1 1 3 1 1 2 1 1 1],26,0.0
Do you know what I'm telling you?,"[2, 3, 4, 4, 1, 2, 7, 3]",26,[1 1 1 1 1 0 2 1],8,0.0
It'd be an act of God to take a hold of a fellow the like of that and throw him in the bloody sea.,"[2, 2, 2, 2, 3, 2, 3, 2, 4, 1, 4, 2, 1, 6, 3, 4, 2, 4, 3, 5, 3, 2, 3, 6, 3]",74,[1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 2],27,-0.8
"Justifiable homicide, so it would.","[11, 8, 2, 2, 5]",28,[4 3 1 1 1],10,0.0
Then sloping off with his five quid without putting up a pint of stuff like a man.,"[4, 7, 3, 4, 3, 4, 4, 7, 7, 2, 1, 4, 2, 5, 4, 1, 3]",65,[1 2 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1],20,0.0
Give us your blessing.,"[4, 2, 4, 8]",18,[1 1 1 2],5,0.0
Not as much as would blind your eye.,"[3, 2, 4, 2, 5, 5, 4, 3]",28,[1 1 1 1 1 1 1 0],7,-0.15
"--Charity to the neighbour, says Martin.","[7, 2, 3, 9, 4, 6]",31,[3 1 1 2 1 2],10,0.0
But where is he?,"[3, 5, 2, 2]",12,[1 1 1 1],4,0.0
We can't wait.,"[2, 2, 3, 4]",11,[1 1 0 1],3,0.0
"--A wolf in sheep's clothing, says the citizen.","[1, 4, 2, 5, 2, 8, 4, 3, 7]",36,[1 1 1 1 0 2 1 1 3],11,0.0
That's what he is.,"[4, 2, 4, 2, 2]",14,[1 0 1 1 1],4,0.0
Virag from Hungary!,"[5, 4, 7]",16,[2 1 3],6,0.0
Ahasuerus I call him.,"[9, 1, 4, 3]",17,[4 1 1 1],7,0.0
Cursed by God.,"[6, 2, 3]",11,[1 1 1],3,0.0
"--Have you time for a brief libation, Martin?","[4, 3, 4, 3, 1, 5, 8, 6]",34,[1 1 1 1 1 2 3 2],12,0.0
says Ned.,"[4, 3]",7,[1 0],1,0.0
"--Only one, says Martin.","[4, 3, 4, 6]",17,[2 1 1 2],6,0.0
We must be quick.,"[2, 4, 2, 5]",13,[1 1 1 1],4,0.333333333333
"J. J. and S.  --You, Jack?","[1, 1, 3, 1, 3, 4]",13,[0 0 1 0 1 1],3,0.0
Crofton?,[7],7,[2],2,0.0
"Three half ones, Terry.","[5, 4, 4, 5]",18,[1 1 1 2],5,-0.166666666667
"--Saint Patrick would want to land again at Ballykinlar and convert us, says the citizen, after allowing things like that to contaminate our shores.","[5, 7, 5, 4, 2, 4, 5, 2, 11, 3, 7, 2, 4, 3, 7, 5, 8, 6, 4, 4, 2, 11, 3, 6]",120,[1 2 1 1 1 1 2 1 4 1 2 1 1 1 3 2 3 1 1 1 1 4 1 1],38,0.0
"--Well, says Martin, rapping for his glass.","[4, 4, 6, 7, 3, 3, 5]",32,[1 1 2 2 1 1 1],9,0.0
God bless all here is my prayer.,"[3, 5, 3, 4, 2, 2, 6]",25,[1 1 1 1 1 1 1],7,0.0
"--Amen, says the citizen.","[4, 4, 3, 7]",18,[2 1 1 3],7,0.0
"--And I'm sure He will, says Joe.","[3, 1, 2, 4, 2, 4, 4, 3]",23,[1 1 0 1 1 1 1 0],6,0.5
"And at the sound of the sacring bell, headed by a crucifer with acolytes, thurifers, boatbearers, readers, ostiarii, deacons and subdeacons, the blessed company drew nigh of mitred abbots and priors and guardians and monks and friars: the monks of Benedict of Spoleto, Carthusians and Camaldolesi, Cistercians and Olivetans, Oratorians and Vallombrosans, and the friars of Augustine, Brigittines, Premonstratensians, Servi, Trinitarians, and the children of Peter Nolasco: and therewith from Carmel mount the children of Elijah prophet led by Albert bishop and by Teresa of Avila, calced and other: and friars, brown and grey, sons of poor Francis, capuchins, cordeliers, minimes and observants and the daughters of Clara: and the sons of Dominic, the friars preachers, and the sons of Vincent: and the monks of S. Wolstan: and Ignatius his children: and the confraternity of the christian brothers led by the reverend brother Edmund Ignatius Rice.","[3, 2, 3, 5, 2, 3, 7, 4, 6, 2, 1, 8, 4, 8, 9, 11, 7, 8, 7, 3, 10, 3, 7, 7, 4, 4, 2, 6, 6, 3, 6, 3, 9, 3, 5, 3, 6, 3, 5, 2, 8, 2, 7, 11, 3, 11, 11, 3, 9, 10, 3, 13, 3, 3, 6, 2, 9, 11, 18, 5, 12, 3, 3, 8, 2, 5, 7, 3, 9, 4, 6, 5, 3, 8, 2, 6, 7, 3, 2, 6, 6, 3, 2, 6, 2, 5, 6, 3, 5, 3, 6, 5, 3, 4, 4, 2, 4, 7, 9, 10, 7, 3, 10, 3, 3, 9, 2, 5, 3, 3, 4, 2, 7, 3, 6, 9, 3, 3, 4, 2, 7, 3, 3, 5, 2, 1, 7, 3, 8, 3, 8, 3, 3, 13, 2, 3, 9, 8, 3, 2, 3, 8, 7, 6, 8, 4]",770,"[1 1 1 1 1 1 2 1 2 1 1 3 1 3 3 4 3 4 3 1 4 1 1 3 1 1 1 1 2 1 1 1 3 1 1 1 2
 1 1 1 3 1 3 4 1 5 4 1 4 5 1 4 1 1 2 1 3 3 6 2 5 1 1 2 1 2 3 1 3 1 2 1 1 2
 1 3 2 0 1 2 2 1 1 3 1 3 1 1 2 1 2 1 1 1 1 1 1 2 3 4 2 1 3 1 1 2 1 2 1 1 1
 1 3 1 2 3 1 1 1 1 2 1 1 1 1 0 2 1 3 1 2 1 1 5 1 1 3 2 0 1 1 3 2 2 3 1]",262,-0.035
